operation_id,work_date,facility_id,shift_id,forecast_orders,actual_orders,planned_fte,planned_contract,absent_fte,absent_contract,present_fte,present_contract,overtime_hours,capacity_orders,processed_orders,backlog_orders,paid_hours,productive_hours,actual_productivity_per_hour,capacity_utilization,absence_rate,labour_cost_inr,cost_per_processed_order
346,2026-05-24,FC_BLR,S1,3421,3124,30,10,1,0,29,10,0,3879.7,3124,0,320.0,280.8,11.13,0.8052,0.025,55200.0,17.67
347,2026-05-24,FC_BLR,S2,3605,3508,32,11,1,3,31,8,0,3772.5,3508,0,344.0,280.8,12.49,0.9299,0.093,61173.76,17.44
348,2026-05-24,FC_BLR,S3,1954,2158,20,7,1,0,19,7,0,2211.2,2158,0,216.0,187.2,11.53,0.9759,0.037,41043.2,19.02
349,2026-05-24,FC_DEL,S1,3094,3224,27,9,1,2,26,7,27,3232.8,3224,0,315.0,264.6,12.18,0.9973,0.0833,57942.0,17.97
350,2026-05-24,FC_DEL,S2,3620,3597,32,11,2,1,30,10,0,3753.9,3597,0,344.0,288.0,12.49,0.9582,0.0698,62772.32,17.45
351,2026-05-24,FC_DEL,S3,2440,2299,24,8,1,1,23,7,0,2398.4,2299,0,256.0,216.0,10.64,0.9586,0.0625,49843.2,21.68
352,2026-05-24,FC_KOL,S1,1992,2065,18,7,2,0,16,7,7,2066.8,2065,0,207.0,172.6,11.96,0.9991,0.08,34252.0,16.59
353,2026-05-24,FC_KOL,S2,2699,2632,26,9,1,0,25,9,6,2950.2,2632,0,286.0,250.8,10.49,0.8922,0.0286,48302.88,18.35
354,2026-05-24,FC_KOL,S3,1857,1804,18,6,0,0,18,6,0,1951.1,1804,0,192.0,172.8,10.44,0.9246,0.0,34267.2,19.0
355,2026-05-24,FC_MUM,S1,2958,2817,27,9,0,0,27,9,0,3093.2,2817,0,288.0,259.2,10.87,0.9107,0.0,51840.0,18.4
356,2026-05-24,FC_MUM,S2,3415,3608,30,10,1,3,29,7,36,3500.6,3500,108,356.0,295.2,11.86,0.9998,0.1,69080.04,19.74
357,2026-05-24,FC_MUM,S3,2091,2113,22,8,1,0,21,8,0,2362.2,2113,0,240.0,208.8,10.12,0.8945,0.0333,47643.2,22.55
358,2026-05-24,FC_HYD,S1,2827,2453,23,8,0,0,23,8,0,2822.0,2453,0,248.0,223.2,10.99,0.8692,0.0,41344.0,16.85
359,2026-05-24,FC_HYD,S2,3048,2849,27,9,6,1,21,8,16,2856.6,2849,0,304.0,224.8,12.67,0.9973,0.1944,53395.2,18.74
360,2026-05-24,FC_HYD,S3,1523,1645,16,5,0,1,16,4,0,1650.6,1645,0,168.0,144.0,11.42,0.9966,0.0476,30712.0,18.67
361,2026-05-25,FC_BLR,S1,2383,2724,21,7,0,0,21,7,3,2733.0,2724,0,227.0,204.6,13.31,0.9967,0.0,39390.0,14.46
362,2026-05-25,FC_BLR,S2,3252,3342,28,10,1,1,27,9,1,3342.2,3342,0,305.0,260.2,12.84,0.9999,0.0526,54377.82,16.27
363,2026-05-25,FC_BLR,S3,2090,2051,21,8,1,0,20,8,0,2237.8,2051,0,232.0,201.6,10.17,0.9165,0.0345,44193.6,21.55
364,2026-05-25,FC_DEL,S1,3111,2994,28,10,2,0,26,10,0,3283.6,2994,0,304.0,259.2,11.55,0.9118,0.0526,53920.0,18.01
365,2026-05-25,FC_DEL,S2,3418,3334,30,10,0,0,30,10,0,3624.7,3334,0,320.0,288.0,11.58,0.9198,0.0,58339.2,17.5
366,2026-05-25,FC_DEL,S3,2353,2164,24,9,1,1,23,8,0,2610.6,2164,0,264.0,223.2,9.7,0.8289,0.0606,51585.6,23.84
367,2026-05-25,FC_KOL,S1,2264,2073,21,7,0,1,21,6,0,2288.0,2073,0,224.0,194.4,10.66,0.906,0.0357,36344.0,17.53
368,2026-05-25,FC_KOL,S2,2219,2189,21,8,1,1,20,7,0,2383.8,2189,0,232.0,194.4,11.26,0.9183,0.069,38925.76,17.78
369,2026-05-25,FC_KOL,S3,1474,1460,15,5,2,0,13,5,10,1461.2,1460,0,170.0,139.6,10.46,0.9992,0.1,31152.0,21.34
370,2026-05-25,FC_MUM,S1,2654,2686,22,8,0,0,22,8,5,2693.0,2686,0,245.0,221.0,12.15,0.9974,0.0,44627.0,16.61
371,2026-05-25,FC_MUM,S2,2935,3070,27,10,0,2,27,8,0,3278.4,3070,0,296.0,252.0,12.18,0.9364,0.0541,55051.44,17.93
372,2026-05-25,FC_MUM,S3,2186,2120,21,7,0,1,21,6,0,2208.6,2120,0,224.0,194.4,10.91,0.9599,0.0357,44352.0,20.92
373,2026-05-25,FC_HYD,S1,2733,2526,23,8,2,0,21,8,3,2738.1,2526,0,251.0,211.8,11.93,0.9225,0.0645,42073.0,16.66
374,2026-05-25,FC_HYD,S2,2640,2616,22,8,2,0,20,8,13,2620.1,2616,0,253.0,214.6,12.19,0.9984,0.0667,44519.69,17.02
375,2026-05-25,FC_HYD,S3,1644,1716,16,5,1,0,15,5,7,1720.9,1716,0,175.0,151.0,11.36,0.9971,0.0476,32583.1,18.99
376,2026-05-26,FC_BLR,S1,2436,2620,21,8,0,0,21,8,0,2660.8,2620,0,232.0,208.8,12.55,0.9847,0.0,40176.0,15.33
377,2026-05-26,FC_BLR,S2,2883,3173,26,9,0,2,26,7,18,3177.1,3173,0,298.0,255.6,12.41,0.9987,0.0571,54437.56,17.16
378,2026-05-26,FC_BLR,S3,2191,2157,22,8,0,1,22,7,0,2436.4,2157,0,240.0,208.8,10.33,0.8853,0.0333,45654.4,21.17
379,2026-05-26,FC_DEL,S1,3177,3026,28,10,0,1,28,9,0,3276.2,3026,0,304.0,266.4,11.36,0.9236,0.0263,53920.0,17.82
380,2026-05-26,FC_DEL,S2,3721,3649,33,12,1,0,32,12,0,3669.0,3649,0,360.0,316.8,11.52,0.9945,0.0222,65804.64,18.03
381,2026-05-26,FC_DEL,S3,2524,2280,24,8,0,1,24,7,0,2550.3,2280,0,256.0,223.2,10.22,0.894,0.0312,49843.2,21.86
382,2026-05-26,FC_KOL,S1,2337,2379,21,8,1,0,20,8,0,2558.1,2379,0,232.0,201.6,11.8,0.93,0.0345,37792.0,15.89
383,2026-05-26,FC_KOL,S2,2630,2359,24,9,0,0,24,9,4,2726.4,2359,0,268.0,241.6,9.76,0.8652,0.0,45245.84,19.18
384,2026-05-26,FC_KOL,S3,1715,1651,17,6,1,2,16,4,1,1651.6,1651,0,185.0,145.0,11.39,0.9996,0.1304,33154.0,20.08
385,2026-05-26,FC_MUM,S1,2498,2588,22,8,0,1,22,7,22,2595.5,2588,0,262.0,230.8,11.21,0.9971,0.0333,49098.0,18.97
386,2026-05-26,FC_MUM,S2,3282,3203,30,10,1,2,29,8,0,3436.9,3203,0,320.0,266.4,12.02,0.9319,0.075,59328.0,18.52
387,2026-05-26,FC_MUM,S3,2058,2191,21,8,2,1,19,7,0,2248.3,2191,0,232.0,187.2,11.7,0.9745,0.1034,46120.8,21.05
388,2026-05-26,FC_HYD,S1,2633,2540,23,8,0,0,23,8,0,2737.1,2540,0,248.0,223.2,11.38,0.928,0.0,41344.0,16.28
389,2026-05-26,FC_HYD,S2,3554,3124,31,11,0,0,31,11,0,3911.8,3124,0,336.0,302.4,10.33,0.7986,0.0,57729.44,18.48
390,2026-05-26,FC_HYD,S3,1910,1922,19,7,0,0,19,7,0,2137.0,1922,0,208.0,187.2,10.27,0.8994,0.0,38209.6,19.88
391,2026-05-27,FC_BLR,S1,2495,2713,22,8,0,1,22,7,0,2746.0,2713,0,240.0,208.8,12.99,0.988,0.0333,41504.0,15.3
392,2026-05-27,FC_BLR,S2,2859,3228,24,9,4,1,20,8,36,2946.7,2946,282,300.0,237.6,12.4,0.9998,0.1515,56336.88,19.12
393,2026-05-27,FC_BLR,S3,1964,2053,19,7,0,1,19,6,4,2158.4,2053,0,212.0,184.0,11.16,0.9512,0.0385,40682.4,19.82
394,2026-05-27,FC_DEL,S1,2546,2741,21,8,1,2,20,6,36,2680.8,2680,61,268.0,223.2,12.01,0.9997,0.1034,50520.0,18.85
395,2026-05-27,FC_DEL,S2,3530,3386,31,11,3,1,28,10,0,3499.7,3386,0,336.0,273.6,12.38,0.9675,0.0952,61371.52,18.13
396,2026-05-27,FC_DEL,S3,2095,2005,22,8,3,1,19,7,0,2153.4,2005,0,240.0,187.2,10.71,0.9311,0.1333,46851.2,23.37
397,2026-05-27,FC_KOL,S1,2068,2126,18,6,1,0,17,6,0,2141.8,2126,0,192.0,165.6,12.84,0.9926,0.0417,31152.0,14.65
398,2026-05-27,FC_KOL,S2,2267,2383,20,7,2,0,18,7,21,2383.5,2383,0,237.0,201.0,11.86,0.9998,0.0741,41253.56,17.31
399,2026-05-27,FC_KOL,S3,1361,1414,14,5,0,0,14,5,0,1496.1,1414,0,152.0,136.8,10.34,0.9451,0.0,27183.2,19.22
400,2026-05-27,FC_MUM,S1,2763,2669,24,9,3,0,21,9,0,2759.5,2669,0,264.0,216.0,12.36,0.9672,0.0909,47688.0,17.87
401,2026-05-27,FC_MUM,S2,2759,2992,25,9,1,0,24,9,0,3041.5,2992,0,272.0,237.6,12.59,0.9837,0.0294,50544.16,16.89
402,2026-05-27,FC_MUM,S3,1766,1736,18,6,0,0,18,6,6,1896.9,1736,0,198.0,178.8,9.71,0.9152,0.0,39751.8,22.9
403,2026-05-27,FC_HYD,S1,2368,2232,19,7,0,1,19,6,0,2378.2,2232,0,208.0,180.0,12.4,0.9385,0.0385,34736.0,15.56
404,2026-05-27,FC_HYD,S2,2448,2398,22,8,0,1,22,7,0,2400.0,2398,0,240.0,208.8,11.48,0.9992,0.0333,41265.92,17.21
405,2026-05-27,FC_HYD,S3,1845,1741,18,6,1,0,17,6,0,1882.5,1741,0,192.0,165.6,10.51,0.9249,0.0417,35164.8,20.2
406,2026-05-28,FC_BLR,S1,3323,3113,28,10,2,1,26,9,0,3445.0,3113,0,304.0,252.0,12.35,0.9036,0.0789,52544.0,16.88
407,2026-05-28,FC_BLR,S2,2423,2958,20,7,0,0,20,7,36,2701.3,2701,257,252.0,230.4,11.72,0.9999,0.0,47701.36,17.66
408,2026-05-28,FC_BLR,S3,2043,2031,20,7,3,0,17,7,0,2158.9,2031,0,216.0,172.8,11.75,0.9407,0.1111,41043.2,20.21
409,2026-05-28,FC_DEL,S1,3071,3044,27,9,2,0,25,9,2,3313.2,3044,0,290.0,246.8,12.33,0.9188,0.0556,51492.0,16.92
410,2026-05-28,FC_DEL,S2,3305,3335,29,10,0,1,29,9,0,3727.3,3335,0,312.0,273.6,12.19,0.8947,0.0256,56938.4,17.07
411,2026-05-28,FC_DEL,S3,2403,2202,24,9,0,2,24,7,0,2565.4,2202,0,264.0,223.2,9.87,0.8583,0.0606,51585.6,23.43
412,2026-05-28,FC_KOL,S1,2243,2182,20,7,0,0,20,7,0,2477.7,2182,0,216.0,194.4,11.22,0.8807,0.0,35096.0,16.08
413,2026-05-28,FC_KOL,S2,2563,2472,25,9,2,1,23,8,0,2546.3,2472,0,272.0,223.2,11.08,0.9708,0.0882,45558.96,18.43
414,2026-05-28,FC_KOL,S3,1330,1411,15,5,1,0,14,5,0,1526.7,1411,0,160.0,136.8,10.31,0.9242,0.05,28556.0,20.24
415,2026-05-28,FC_MUM,S1,2949,2761,25,9,2,0,23,9,0,2955.4,2761,0,272.0,230.4,11.98,0.9342,0.0588,49072.0,17.77
416,2026-05-28,FC_MUM,S2,3216,3286,30,10,1,1,29,9,0,3332.1,3286,0,320.0,273.6,12.01,0.9862,0.05,59328.0,18.05
417,2026-05-28,FC_MUM,S3,1840,1853,18,6,2,0,16,6,7,1861.1,1853,0,199.0,165.4,11.2,0.9957,0.0833,40041.1,21.61
418,2026-05-28,FC_HYD,S1,2358,2375,19,7,0,0,19,7,0,2406.1,2375,0,208.0,187.2,12.69,0.9871,0.0,34736.0,14.63
419,2026-05-28,FC_HYD,S2,2684,2779,23,8,2,1,21,7,28,2782.7,2779,0,276.0,229.6,12.1,0.9987,0.0968,49592.44,17.85
420,2026-05-28,FC_HYD,S3,1812,1698,17,6,1,0,16,6,0,1906.0,1698,0,184.0,158.4,10.72,0.8909,0.0435,33756.8,19.88
421,2026-05-29,FC_BLR,S1,3203,3086,27,10,1,0,26,10,0,3129.9,3086,0,296.0,259.2,11.91,0.986,0.027,51216.0,16.6
422,2026-05-29,FC_BLR,S2,3431,3538,29,10,0,1,29,9,1,3545.7,3538,0,313.0,274.6,12.88,0.9978,0.0256,55745.66,15.76
423,2026-05-29,FC_BLR,S3,2299,2160,21,7,2,1,19,6,6,2307.0,2160,0,230.0,186.0,11.61,0.9363,0.1071,44154.0,20.44
424,2026-05-29,FC_DEL,S1,3649,3525,31,11,0,0,31,11,0,3849.2,3525,0,336.0,302.4,11.66,0.9158,0.0,59584.0,16.9
425,2026-05-29,FC_DEL,S2,3914,3796,34,12,1,2,33,10,0,3853.6,3796,0,368.0,309.6,12.26,0.985,0.0652,67205.44,17.7
426,2026-05-29,FC_DEL,S3,2542,2479,24,8,1,0,23,8,0,2554.6,2479,0,256.0,223.2,11.11,0.9704,0.0312,49843.2,20.11
427,2026-05-29,FC_KOL,S1,1938,2179,18,6,0,0,18,6,0,2208.0,2179,0,192.0,172.8,12.61,0.9869,0.0,31152.0,14.3
428,2026-05-29,FC_KOL,S2,2701,2647,26,9,0,3,26,6,0,2808.2,2647,0,280.0,230.4,11.49,0.9426,0.0857,46844.4,17.7
429,2026-05-29,FC_KOL,S3,1683,1755,18,7,0,0,18,7,0,1842.8,1755,0,200.0,180.0,9.75,0.9524,0.0,35860.0,20.43
430,2026-05-29,FC_MUM,S1,2746,2873,23,8,2,2,21,6,36,2689.9,2689,184,284.0,230.4,11.67,0.9997,0.129,54164.0,20.14
431,2026-05-29,FC_MUM,S2,3187,3337,28,10,1,2,27,8,21,3342.6,3337,0,325.0,273.0,12.22,0.9983,0.0789,62165.65,18.63
432,2026-05-29,FC_MUM,S3,2386,2172,24,8,0,2,24,6,0,2497.3,2172,0,256.0,216.0,10.06,0.8697,0.0625,50688.0,23.34
433,2026-05-29,FC_HYD,S1,2434,2344,21,7,2,0,19,7,0,2476.0,2344,0,224.0,187.2,12.52,0.9467,0.0714,37296.0,15.91
434,2026-05-29,FC_HYD,S2,2635,2774,24,8,0,0,24,8,0,2872.5,2774,0,256.0,230.4,12.04,0.9657,0.0,43902.72,15.83
435,2026-05-29,FC_HYD,S3,1847,1733,17,6,0,1,17,5,0,1929.4,1733,0,184.0,158.4,10.94,0.8982,0.0435,33756.8,19.48
436,2026-05-30,FC_BLR,S1,2742,3063,22,8,2,0,20,8,36,3020.7,3020,43,276.0,237.6,12.71,0.9998,0.0667,50504.0,16.72
437,2026-05-30,FC_BLR,S2,3945,3782,35,12,2,1,33,11,0,3794.5,3782,0,376.0,316.8,11.94,0.9967,0.0638,66859.36,17.68
438,2026-05-30,FC_BLR,S3,2380,2353,24,8,0,3,24,5,0,2622.2,2353,0,256.0,208.8,11.27,0.8973,0.0938,48576.0,20.64
439,2026-05-30,FC_DEL,S1,3227,3509,27,10,2,2,25,8,36,3285.7,3285,224,332.0,273.6,12.01,0.9998,0.1081,61848.0,18.83
440,2026-05-30,FC_DEL,S2,3855,4162,34,12,1,0,33,12,22,4169.0,4162,0,390.0,346.0,12.03,0.9983,0.0217,73051.72,17.55
441,2026-05-30,FC_DEL,S3,3018,2769,30,10,1,1,29,9,5,3285.2,2769,0,325.0,278.6,9.94,0.8429,0.05,63723.0,23.01
442,2026-05-30,FC_KOL,S1,2511,2510,23,8,2,1,21,7,0,2611.5,2510,0,248.0,201.6,12.45,0.9611,0.0968,40288.0,16.05
443,2026-05-30,FC_KOL,S2,2764,2863,25,9,1,0,24,9,13,2867.6,2863,0,285.0,250.6,11.42,0.9984,0.0294,48719.0,17.02
444,2026-05-30,FC_KOL,S3,1873,1757,20,7,0,1,20,6,0,1968.4,1757,0,216.0,187.2,9.39,0.8926,0.037,38605.6,21.97
445,2026-05-30,FC_MUM,S1,3552,3328,31,11,1,1,30,10,0,3610.7,3328,0,336.0,288.0,11.56,0.9217,0.0476,60592.0,18.21
446,2026-05-30,FC_MUM,S2,3175,3380,30,10,1,3,29,7,14,3383.7,3380,0,334.0,273.2,12.37,0.9989,0.1,63120.46,18.67
447,2026-05-30,FC_MUM,S3,2361,2349,23,8,2,0,21,8,0,2429.2,2349,0,248.0,208.8,11.25,0.967,0.0645,49165.6,20.93
448,2026-05-30,FC_HYD,S1,2894,2803,24,9,2,2,22,7,8,2806.5,2803,0,272.0,216.8,12.93,0.9988,0.1212,46056.0,16.43
449,2026-05-30,FC_HYD,S2,2845,2834,24,9,0,1,24,8,0,2995.3,2834,0,264.0,230.4,12.3,0.9461,0.0303,45435.36,16.03
450,2026-05-30,FC_HYD,S3,2363,2047,22,8,0,0,22,8,0,2426.8,2047,0,240.0,216.0,9.48,0.8435,0.0,44070.4,21.53
451,2026-05-31,FC_BLR,S1,3257,3072,27,10,2,0,25,10,0,3265.5,3072,0,296.0,252.0,12.19,0.9407,0.0541,51216.0,16.67
452,2026-05-31,FC_BLR,S2,3190,3290,27,10,1,2,26,8,10,3295.3,3290,0,306.0,254.8,12.91,0.9984,0.0811,55327.48,16.82
453,2026-05-31,FC_BLR,S3,1856,1883,18,7,1,0,17,7,0,1987.5,1883,0,200.0,172.8,10.9,0.9474,0.04,38121.6,20.25
454,2026-05-31,FC_DEL,S1,3169,3236,27,10,2,1,25,9,18,3239.9,3236,0,314.0,262.8,12.31,0.9988,0.0811,57204.0,17.68
455,2026-05-31,FC_DEL,S2,3592,3556,33,12,0,1,33,11,0,3596.2,3556,0,360.0,316.8,11.22,0.9888,0.0222,65804.64,18.51
456,2026-05-31,FC_DEL,S3,2110,2185,21,7,0,3,21,4,7,2190.3,2185,0,231.0,187.0,11.68,0.9976,0.1071,45599.4,20.87
457,2026-05-31,FC_KOL,S1,2334,2298,21,7,2,0,19,7,2,2298.8,2298,0,226.0,189.2,12.15,0.9997,0.0714,36816.0,16.02
458,2026-05-31,FC_KOL,S2,2388,2624,23,8,2,0,21,8,16,2631.4,2624,0,264.0,224.8,11.67,0.9972,0.0645,45385.92,17.3
459,2026-05-31,FC_KOL,S3,1691,1788,16,6,0,0,16,6,0,1906.1,1788,0,176.0,158.4,11.29,0.938,0.0,31521.6,17.63
460,2026-05-31,FC_MUM,S1,2992,2953,27,9,1,0,26,9,0,3407.7,2953,0,288.0,252.0,11.72,0.8666,0.0278,51840.0,17.56
461,2026-05-31,FC_MUM,S2,2974,3217,28,10,2,0,26,10,0,3255.9,3217,0,304.0,259.2,12.41,0.9881,0.0526,56476.96,17.56
462,2026-05-31,FC_MUM,S3,1803,1959,18,7,0,0,18,7,0,2012.3,1959,0,200.0,180.0,10.88,0.9735,0.0,39784.8,20.31
463,2026-05-31,FC_HYD,S1,2490,2701,22,8,2,0,20,8,14,2705.7,2701,0,254.0,215.6,12.53,0.9983,0.0667,43466.0,16.09
464,2026-05-31,FC_HYD,S2,2780,2771,24,9,2,0,22,9,3,2773.0,2771,0,267.0,226.2,12.25,0.9993,0.0606,46186.23,16.67
465,2026-05-31,FC_HYD,S3,1530,1693,15,5,0,0,15,5,0,1736.5,1693,0,160.0,144.0,11.76,0.9749,0.0,29304.0,17.31
466,2026-06-01,FC_BLR,S1,2804,3006,24,9,0,1,24,8,0,3066.1,3006,0,264.0,230.4,13.05,0.9804,0.0303,45696.0,15.2
467,2026-06-01,FC_BLR,S2,3624,3322,31,11,1,0,30,11,6,3796.8,3322,0,342.0,301.2,11.03,0.8749,0.0238,61350.92,18.47
468,2026-06-01,FC_BLR,S3,1988,1992,19,7,0,0,19,7,0,2130.3,1992,0,208.0,187.2,10.64,0.9351,0.0,39582.4,19.87
469,2026-06-01,FC_DEL,S1,3298,3212,28,10,2,0,26,10,0,3395.5,3212,0,304.0,259.2,12.39,0.946,0.0526,53920.0,16.79
470,2026-06-01,FC_DEL,S2,3320,3390,30,10,3,1,27,9,29,3397.0,3390,0,349.0,288.2,11.76,0.9979,0.1,66045.66,19.48
471,2026-06-01,FC_DEL,S3,2194,1973,21,8,1,2,20,6,0,2064.3,1973,0,232.0,187.2,10.54,0.9557,0.1034,45355.2,22.99
472,2026-06-01,FC_KOL,S1,2040,2016,19,7,0,1,19,6,0,2322.4,2016,0,208.0,180.0,11.2,0.8681,0.0385,33848.0,16.79
473,2026-06-01,FC_KOL,S2,2557,2637,25,9,0,2,25,7,0,2798.3,2637,0,272.0,230.4,11.45,0.9424,0.0588,45558.96,17.28
474,2026-06-01,FC_KOL,S3,1521,1491,17,6,0,0,17,6,0,1754.3,1491,0,184.0,165.6,9.0,0.8499,0.0,32894.4,22.06
475,2026-06-01,FC_MUM,S1,2315,2529,20,7,0,1,20,6,8,2537.9,2529,0,224.0,195.2,12.96,0.9965,0.037,41040.0,16.23
476,2026-06-01,FC_MUM,S2,3370,3241,30,11,1,2,29,9,0,3525.5,3241,0,328.0,273.6,11.85,0.9193,0.0732,60984.24,18.82
477,2026-06-01,FC_MUM,S3,1865,1881,18,7,0,0,18,7,3,1883.0,1881,0,203.0,183.0,10.28,0.9989,0.0,40652.7,21.61
478,2026-06-01,FC_HYD,S1,2369,2429,21,7,1,1,20,6,2,2429.5,2429,0,226.0,189.2,12.84,0.9998,0.0714,37782.0,15.55
479,2026-06-01,FC_HYD,S2,2752,2627,24,8,1,1,23,7,7,2627.9,2627,0,263.0,223.0,11.78,0.9997,0.0625,45654.75,17.38
480,2026-06-01,FC_HYD,S3,1841,1724,19,7,2,1,17,6,0,1873.3,1724,0,208.0,165.6,10.41,0.9203,0.1154,38209.6,22.16
481,2026-06-02,FC_BLR,S1,2466,2602,22,8,0,0,22,8,0,2901.6,2602,0,240.0,216.0,12.05,0.8967,0.0,41504.0,15.95
482,2026-06-02,FC_BLR,S2,2964,3245,25,9,1,0,24,9,36,3180.7,3180,65,308.0,273.6,11.62,0.9998,0.0294,57704.72,18.15
483,2026-06-02,FC_BLR,S3,1838,1917,18,7,1,0,17,7,2,2123.2,1917,0,202.0,174.8,10.97,0.9029,0.04,38671.6,20.17
484,2026-06-02,FC_DEL,S1,3508,3355,30,10,1,2,29,8,0,3438.2,3355,0,320.0,266.4,12.59,0.9758,0.075,56640.0,16.88
485,2026-06-02,FC_DEL,S2,3672,3700,32,11,1,0,31,11,0,3779.3,3700,0,344.0,302.4,12.24,0.979,0.0233,62772.32,16.97
486,2026-06-02,FC_DEL,S3,2045,2157,21,8,1,0,20,8,0,2475.5,2157,0,232.0,201.6,10.7,0.8713,0.0345,45355.2,21.03
487,2026-06-02,FC_KOL,S1,2204,2089,19,7,0,0,19,7,4,2371.1,2089,0,212.0,191.2,10.93,0.881,0.0,34792.0,16.65
488,2026-06-02,FC_KOL,S2,2865,2656,27,10,2,0,25,10,0,2972.7,2656,0,296.0,252.0,10.54,0.8935,0.0541,49621.28,18.68
489,2026-06-02,FC_KOL,S3,1453,1494,15,5,0,0,15,5,0,1551.3,1494,0,160.0,144.0,10.38,0.9631,0.0,28556.0,19.11
490,2026-06-02,FC_MUM,S1,2529,2593,21,8,0,0,21,8,1,2602.6,2593,0,233.0,209.8,12.36,0.9963,0.0,42191.0,16.27
491,2026-06-02,FC_MUM,S2,3783,3595,34,12,6,0,28,12,22,3597.1,3595,0,390.0,310.0,11.6,0.9994,0.1304,74302.14,20.67
492,2026-06-02,FC_MUM,S3,1955,2021,20,7,0,0,20,7,0,2208.3,2021,0,216.0,194.4,10.4,0.9152,0.0,42829.6,21.19
493,2026-06-02,FC_HYD,S1,2624,2587,23,8,2,2,21,6,26,2593.1,2587,0,274.0,220.4,11.74,0.9976,0.129,47662.0,18.42
494,2026-06-02,FC_HYD,S2,2841,2623,27,9,1,1,26,8,0,2945.7,2623,0,288.0,244.8,10.71,0.8905,0.0556,49390.56,18.83
495,2026-06-02,FC_HYD,S3,1600,1584,16,6,1,0,15,6,0,1769.7,1584,0,176.0,151.2,10.48,0.8951,0.0455,32348.8,20.42
496,2026-06-03,FC_BLR,S1,2907,2790,26,9,0,1,26,8,0,3233.9,2790,0,280.0,244.8,11.4,0.8627,0.0286,48352.0,17.33
497,2026-06-03,FC_BLR,S2,3321,3177,30,11,0,1,30,10,0,3641.8,3177,0,328.0,288.0,11.03,0.8724,0.0244,58438.08,18.39
498,2026-06-03,FC_BLR,S3,2094,2116,21,7,1,0,20,7,0,2280.3,2116,0,224.0,194.4,10.88,0.928,0.0357,42504.0,20.09
499,2026-06-03,FC_DEL,S1,2800,2875,24,9,1,0,23,9,7,2884.2,2875,0,271.0,237.4,12.11,0.9968,0.0303,48702.0,16.94
500,2026-06-03,FC_DEL,S2,3645,3637,34,12,0,1,34,11,0,4131.3,3637,0,368.0,324.0,11.23,0.8803,0.0217,67205.44,18.48
501,2026-06-03,FC_DEL,S3,2018,2137,21,7,2,0,19,7,0,2174.5,2137,0,224.0,187.2,11.42,0.9828,0.0714,43612.8,20.41
502,2026-06-03,FC_KOL,S1,2105,2061,18,7,3,1,15,6,23,2066.6,2061,0,223.0,174.2,11.83,0.9973,0.16,38028.0,18.45
503,2026-06-03,FC_KOL,S2,2539,2591,24,8,3,0,21,8,3,2599.8,2591,0,259.0,211.8,12.23,0.9966,0.0938,43511.32,16.79
504,2026-06-03,FC_KOL,S3,1451,1535,14,5,0,0,14,5,0,1572.7,1535,0,152.0,136.8,11.22,0.976,0.0,27183.2,17.71
505,2026-06-03,FC_MUM,S1,2294,2294,21,8,1,0,20,8,0,2657.0,2294,0,232.0,201.6,11.38,0.8634,0.0345,41928.0,18.28
506,2026-06-03,FC_MUM,S2,2589,2754,25,9,0,0,25,9,0,2915.6,2754,0,272.0,244.8,11.25,0.9446,0.0,50544.16,18.35
507,2026-06-03,FC_MUM,S3,1663,1872,16,6,3,1,13,5,36,1757.6,1757,115,212.0,165.6,10.61,0.9997,0.1818,45386.0,25.83
508,2026-06-03,FC_HYD,S1,2301,2414,21,7,1,0,20,7,0,2634.9,2414,0,224.0,194.4,12.42,0.9161,0.0357,37296.0,15.45
509,2026-06-03,FC_HYD,S2,2064,2497,18,7,4,0,14,7,36,2239.5,2239,258,236.0,187.2,11.96,0.9998,0.16,43470.12,19.41
510,2026-06-03,FC_HYD,S3,1565,1703,16,6,0,1,16,5,0,1811.1,1703,0,176.0,151.2,11.26,0.9403,0.0455,32348.8,19.0
511,2026-06-04,FC_BLR,S1,2755,2691,23,8,2,0,21,8,0,2723.5,2691,0,248.0,208.8,12.89,0.9881,0.0645,42832.0,15.92
512,2026-06-04,FC_BLR,S2,3090,3009,28,10,2,1,26,9,0,3356.7,3009,0,304.0,252.0,11.94,0.8964,0.0789,54120.32,17.99
513,2026-06-04,FC_BLR,S3,1840,2010,18,7,1,1,17,6,4,2010.5,2010,0,204.0,169.6,11.85,0.9998,0.08,39221.6,19.51
514,2026-06-04,FC_DEL,S1,3115,3008,27,9,1,1,26,8,0,3182.0,3008,0,288.0,244.8,12.29,0.9453,0.0556,50976.0,16.95
515,2026-06-04,FC_DEL,S2,3721,3697,34,12,3,1,31,11,0,3885.0,3697,0,368.0,302.4,12.23,0.9516,0.087,67205.44,18.18
516,2026-06-04,FC_DEL,S3,2384,2245,22,8,0,1,22,7,3,2423.7,2245,0,243.0,211.8,10.6,0.9263,0.0333,47702.6,21.25
517,2026-06-04,FC_KOL,S1,2091,2040,19,7,1,1,18,6,0,2121.2,2040,0,208.0,172.8,11.81,0.9617,0.0769,33848.0,16.59
518,2026-06-04,FC_KOL,S2,2581,2433,24,8,0,1,24,7,0,2638.7,2433,0,256.0,223.2,10.9,0.922,0.0312,42782.08,17.58
519,2026-06-04,FC_KOL,S3,1579,1547,16,6,2,1,14,5,10,1554.5,1547,0,186.0,146.8,10.54,0.9951,0.1364,34117.6,22.05
