plan_id,plan_date,facility_id,shift_id,forecast_orders,target_capacity_orders,baseline_fte,baseline_contract,baseline_overtime_hours,baseline_capacity_orders,baseline_labour_cost_inr,recommended_fte,recommended_contract,recommended_overtime_hours,optimized_capacity_orders,optimized_labour_cost_inr,baseline_capacity_gap,optimized_capacity_gap,baseline_utilization,optimized_utilization,cost_savings_inr,cost_savings_pct,overtime_reduction_hours
307,2026-08-21,FC_KOL,S1,2308,2377.2,21,7,0,2358.2,36344.0,28,0,0,2449.9,34944.0,-19.0,72.7,0.9787,0.9421,1400.0,0.0385,0
308,2026-08-21,FC_KOL,S2,2861,2946.8,28,10,0,3071.1,50906.72,33,3,0,2991.0,46893.84,124.3,44.2,0.9316,0.9565,4012.88,0.0788,0
309,2026-08-21,FC_KOL,S3,1743,1795.3,18,6,0,1788.1,34267.2,23,0,2,1797.2,32093.6,-7.2,1.9,0.9748,0.9698,2173.6,0.0634,-2
310,2026-08-21,FC_MUM,S1,3091,3183.7,26,9,7,3099.9,52297.0,36,0,0,3252.3,49824.0,-83.8,68.6,0.9971,0.9504,2473.0,0.0473,7
311,2026-08-21,FC_MUM,S2,3540,3646.2,31,11,5,3541.8,63764.21,39,4,0,3679.3,62220.24,-104.4,33.1,0.9995,0.9621,1543.97,0.0242,5
312,2026-08-21,FC_MUM,S3,2234,2301.0,21,8,3,2240.7,46988.7,29,0,0,2317.6,44149.6,-60.3,16.6,0.997,0.9639,2839.1,0.0604,3
313,2026-08-21,FC_HYD,S1,2782,2865.5,24,8,0,2842.2,42624.0,31,0,0,2866.8,39680.0,-23.3,1.3,0.9788,0.9704,2944.0,0.0691,0
314,2026-08-21,FC_HYD,S2,2963,3051.9,26,9,0,2985.6,48072.16,35,0,0,3112.2,46144.0,-66.3,60.3,0.9924,0.9521,1928.16,0.0401,0
315,2026-08-21,FC_HYD,S3,1902,1959.1,18,6,2,1903.6,35699.4,24,0,0,1963.4,33792.0,-55.5,4.3,0.9992,0.9687,1907.4,0.0534,2
316,2026-08-22,FC_BLR,S1,3558,3664.7,29,10,5,3566.7,55122.0,39,0,1,3672.4,52042.0,-98.0,7.7,0.9976,0.9688,3080.0,0.0559,4
317,2026-08-22,FC_BLR,S2,3915,4032.5,35,12,0,4074.2,66859.36,39,7,0,4054.5,64420.32,41.7,22.0,0.9609,0.9656,2439.04,0.0365,0
318,2026-08-22,FC_BLR,S3,2505,2580.2,24,9,0,2624.3,50265.6,31,0,1,2584.1,45559.8,44.1,3.9,0.9545,0.9694,4705.8,0.0936,-1
319,2026-08-22,FC_DEL,S1,3779,3892.4,34,12,0,4021.7,65248.0,43,0,0,3915.3,58480.0,129.3,22.9,0.9397,0.9652,6768.0,0.1037,0
320,2026-08-22,FC_DEL,S2,4145,4269.4,37,13,0,4203.9,73039.36,43,7,0,4284.1,71655.04,-65.5,14.7,0.986,0.9675,1384.32,0.019,0
321,2026-08-22,FC_DEL,S3,2645,2724.3,26,9,0,2708.5,54577.6,34,0,0,2738.6,50864.0,-15.8,14.3,0.9766,0.9658,3713.6,0.068,0
322,2026-08-22,FC_KOL,S1,2638,2717.1,24,9,0,2769.5,42984.0,31,0,1,2722.0,38924.0,52.4,4.9,0.9525,0.9691,4060.0,0.0945,-1
323,2026-08-22,FC_KOL,S2,2895,2981.8,26,9,7,2896.0,48545.96,33,3,0,2991.0,46893.84,-85.8,9.2,0.9997,0.9679,1652.12,0.034,7
324,2026-08-22,FC_KOL,S3,1893,1949.8,19,7,0,1931.3,37232.8,25,0,2,1952.0,34839.2,-18.5,2.2,0.9802,0.9698,2393.6,0.0643,-2
325,2026-08-22,FC_MUM,S1,3234,3331.0,28,10,0,3287.4,54832.0,37,0,0,3342.7,51208.0,-43.6,11.7,0.9838,0.9675,3624.0,0.0661,0
326,2026-08-22,FC_MUM,S2,3822,3936.7,35,12,0,3914.7,69768.08,39,8,0,3970.8,68845.2,-22.0,34.1,0.9763,0.9625,922.88,0.0132,0
327,2026-08-22,FC_MUM,S3,2472,2546.2,26,9,0,2681.2,55501.6,32,0,0,2557.4,48716.8,135.0,11.2,0.922,0.9666,6784.8,0.1222,0
328,2026-08-22,FC_HYD,S1,2803,2887.1,24,9,0,2920.1,44112.0,32,0,0,2959.3,40960.0,33.0,72.2,0.9599,0.9472,3152.0,0.0715,0
329,2026-08-22,FC_HYD,S2,3145,3239.3,27,9,8,3152.3,51392.88,36,1,0,3276.0,48995.04,-87.0,36.7,0.9977,0.96,2397.84,0.0467,8
330,2026-08-22,FC_HYD,S3,2071,2133.1,20,7,0,2118.2,39617.6,26,0,1,2135.9,36875.3,-14.9,2.8,0.9777,0.9696,2742.3,0.0692,-1
331,2026-08-23,FC_BLR,S1,3134,3228.0,27,9,0,3248.3,49680.0,35,0,0,3286.5,46480.0,20.3,58.5,0.9648,0.9536,3200.0,0.0644,0
332,2026-08-23,FC_BLR,S2,3512,3617.4,30,11,0,3546.6,58438.08,39,2,0,3673.6,56509.92,-70.8,56.2,0.9902,0.956,1928.16,0.033,0
333,2026-08-23,FC_BLR,S3,2243,2310.3,22,8,0,2388.1,45654.4,28,0,0,2325.8,40902.4,77.8,15.5,0.9392,0.9644,4752.0,0.1041,0
334,2026-08-23,FC_DEL,S1,3408,3510.2,30,10,0,3503.2,56640.0,39,0,0,3551.1,53040.0,-7.0,40.9,0.9728,0.9597,3600.0,0.0636,0
335,2026-08-23,FC_DEL,S2,3959,4077.8,34,12,10,3963.0,69862.84,43,4,2,4080.7,67291.96,-114.8,2.9,0.999,0.9702,2570.88,0.0368,8
336,2026-08-23,FC_DEL,S3,2403,2475.1,24,9,0,2547.4,51585.6,31,0,0,2497.0,46376.0,72.3,21.9,0.9433,0.9624,5209.6,0.101,0
337,2026-08-23,FC_KOL,S1,2349,2419.5,22,8,0,2520.1,39040.0,28,0,0,2449.9,34944.0,100.6,30.4,0.9321,0.9588,4096.0,0.1049,0
338,2026-08-23,FC_KOL,S2,2670,2750.1,24,9,1,2672.3,44516.6,33,0,0,2776.4,42419.52,-77.8,26.3,0.9991,0.9617,2097.08,0.0471,1
339,2026-08-23,FC_KOL,S3,1684,1734.5,18,7,0,1853.9,35860.0,23,0,0,1780.2,31574.4,119.4,45.7,0.9084,0.946,4285.6,0.1195,0
340,2026-08-23,FC_MUM,S1,2938,3026.1,24,9,9,2939.0,50055.0,34,0,0,3071.7,47056.0,-87.1,45.6,0.9997,0.9565,2999.0,0.0599,9
341,2026-08-23,FC_MUM,S2,3511,3616.3,31,11,2,3513.4,62951.54,39,3,2,3625.4,61105.78,-102.9,9.1,0.9993,0.9684,1845.76,0.0293,0
342,2026-08-23,FC_MUM,S3,2246,2313.4,21,8,4,2249.5,47278.0,29,0,0,2317.6,44149.6,-63.9,4.2,0.9984,0.9691,3128.4,0.0662,4
343,2026-08-23,FC_HYD,S1,2611,2689.3,23,8,0,2749.7,41344.0,29,0,1,2691.9,37363.0,60.4,2.6,0.9496,0.9699,3981.0,0.0963,-1
344,2026-08-23,FC_HYD,S2,3027,3117.8,27,9,0,3074.5,49390.56,35,0,1,3121.9,46394.29,-43.3,4.1,0.9846,0.9696,2996.27,0.0607,-1
345,2026-08-23,FC_HYD,S3,1897,1953.9,18,7,0,1954.6,36801.6,24,0,0,1963.4,33792.0,0.7,9.5,0.9705,0.9662,3009.6,0.0818,0
346,2026-08-24,FC_BLR,S1,2735,2817.1,24,8,0,2887.4,44160.0,30,0,1,2827.3,40090.0,70.3,10.2,0.9472,0.9674,4070.0,0.0922,-1
347,2026-08-24,FC_BLR,S2,2973,3062.2,26,9,0,3033.1,49802.56,34,0,0,3069.8,46506.56,-29.1,7.6,0.9802,0.9685,3296.0,0.0662,0
348,2026-08-24,FC_BLR,S3,1856,1911.7,19,7,0,2068.8,39582.4,23,0,1,1919.6,33873.4,157.1,7.9,0.8971,0.9669,5709.0,0.1442,-1
349,2026-08-24,FC_DEL,S1,2817,2901.5,24,8,2,2822.5,45828.0,32,0,0,2913.7,43520.0,-79.0,12.2,0.9981,0.9668,2308.0,0.0504,2
350,2026-08-24,FC_DEL,S2,3415,3517.5,31,11,0,3530.2,61371.52,40,0,2,3521.3,56563.48,12.7,3.8,0.9674,0.9698,4808.04,0.0783,-2
351,2026-08-24,FC_DEL,S3,2100,2163.0,20,7,2,2106.4,42684.4,27,0,0,2174.8,40392.0,-56.6,11.8,0.997,0.9656,2292.4,0.0537,2
352,2026-08-24,FC_KOL,S1,1988,2047.6,19,7,0,2183.3,33848.0,24,0,0,2099.9,29952.0,135.7,52.3,0.9105,0.9467,3896.0,0.1151,0
353,2026-08-24,FC_KOL,S2,2443,2516.3,23,8,0,2507.3,41496.64,30,0,0,2524.0,38563.2,-9.0,7.7,0.9744,0.9679,2933.44,0.0707,0
354,2026-08-24,FC_KOL,S3,1431,1473.9,14,5,3,1438.2,27962.0,19,0,1,1479.1,26342.8,-35.7,5.2,0.995,0.9675,1619.2,0.0579,2
355,2026-08-24,FC_MUM,S1,2602,2680.1,22,8,1,2603.6,43575.0,30,0,0,2710.3,41520.0,-76.5,30.2,0.9994,0.96,2055.0,0.0472,1
356,2026-08-24,FC_MUM,S2,3001,3091.0,27,9,0,3001.2,53395.2,36,0,0,3127.2,51318.72,-89.8,36.2,0.9999,0.9596,2076.48,0.0389,0
357,2026-08-24,FC_MUM,S3,1897,1953.9,20,7,0,2067.6,42829.6,25,0,0,1998.0,38060.0,113.7,44.1,0.9175,0.9494,4769.6,0.1114,0
358,2026-08-24,FC_HYD,S1,2134,2198.0,18,7,0,2209.5,33456.0,24,0,0,2219.4,30720.0,11.5,21.4,0.9658,0.9615,2736.0,0.0818,0
359,2026-08-24,FC_HYD,S2,2596,2673.9,24,9,0,2807.7,45435.36,30,0,1,2677.3,39802.29,133.8,3.4,0.9246,0.9696,5633.07,0.124,-1
360,2026-08-24,FC_HYD,S3,1554,1600.6,16,5,0,1653.2,30712.0,20,0,0,1636.1,28160.0,52.6,35.5,0.94,0.9498,2552.0,0.0831,0
361,2026-08-25,FC_BLR,S1,3024,3114.7,25,9,0,3060.5,47024.0,34,0,0,3192.6,45152.0,-54.2,77.9,0.9881,0.9472,1872.0,0.0398,0
362,2026-08-25,FC_BLR,S2,3635,3744.1,30,11,9,3635.5,60755.58,39,3,0,3749.8,58092.0,-108.6,5.7,0.9999,0.9694,2663.58,0.0438,9
363,2026-08-25,FC_BLR,S3,2175,2240.2,21,8,0,2305.0,44193.6,27,0,0,2242.8,39441.6,64.8,2.6,0.9436,0.9698,4752.0,0.1075,0
364,2026-08-25,FC_DEL,S1,3326,3425.8,28,10,1,3331.1,54178.0,38,0,0,3460.1,51680.0,-94.7,34.3,0.9985,0.9612,2498.0,0.0461,1
365,2026-08-25,FC_DEL,S2,3925,4042.8,36,12,0,4042.1,70007.04,43,4,0,4061.5,66760.48,-0.7,18.7,0.971,0.9664,3246.56,0.0464,0
366,2026-08-25,FC_DEL,S3,2322,2391.7,21,8,10,2325.9,48193.2,30,0,0,2416.4,44880.0,-65.8,24.7,0.9983,0.9609,3313.2,0.0687,10
367,2026-08-25,FC_KOL,S1,2349,2419.5,21,8,0,2432.6,37792.0,28,0,0,2449.9,34944.0,13.1,30.4,0.9656,0.9588,2848.0,0.0754,0
368,2026-08-25,FC_KOL,S2,2529,2604.9,24,9,0,2663.0,44273.52,31,0,0,2608.1,39848.64,58.1,3.2,0.9497,0.9697,4424.88,0.0999,0
369,2026-08-25,FC_KOL,S3,1669,1719.1,16,6,5,1675.8,32819.6,22,0,2,1719.8,30720.8,-43.3,0.7,0.9959,0.9705,2098.8,0.0639,3
370,2026-08-25,FC_MUM,S1,2906,2993.2,27,9,0,3121.3,51840.0,33,0,2,3001.0,46198.0,128.1,7.8,0.931,0.9683,5642.0,0.1088,-2
371,2026-08-25,FC_MUM,S2,3210,3306.3,29,10,0,3247.8,57902.48,38,0,1,3310.5,54440.65,-58.5,4.2,0.9884,0.9696,3461.83,0.0598,-1
372,2026-08-25,FC_MUM,S3,2143,2207.3,21,7,0,2147.5,44352.0,28,0,0,2237.7,42627.2,-59.8,30.4,0.9979,0.9577,1724.8,0.0389,0
373,2026-08-25,FC_HYD,S1,2553,2629.6,21,7,7,2557.7,38997.0,29,0,0,2681.8,37120.0,-71.9,52.2,0.9982,0.952,1877.0,0.0481,7
374,2026-08-25,FC_HYD,S2,2922,3009.7,26,9,0,2985.6,48072.16,34,0,0,3023.3,44825.6,-24.1,13.6,0.9787,0.9665,3246.56,0.0675,0
375,2026-08-25,FC_HYD,S3,1780,1833.4,18,6,0,1885.7,35164.8,23,0,0,1881.5,32384.0,52.3,48.1,0.9439,0.9461,2780.8,0.0791,0
376,2026-08-26,FC_BLR,S1,3030,3120.9,26,9,0,3154.4,48352.0,34,0,0,3192.6,45152.0,33.5,71.7,0.9606,0.9491,3200.0,0.0662,0
377,2026-08-26,FC_BLR,S2,3696,3806.9,33,11,0,3817.4,62541.6,39,4,0,3825.9,59674.08,10.5,19.0,0.9682,0.966,2867.52,0.0458,0
378,2026-08-26,FC_BLR,S3,2309,2378.3,22,8,0,2388.1,45654.4,29,0,0,2408.9,42363.2,9.8,30.6,0.9669,0.9585,3291.2,0.0721,0
379,2026-08-26,FC_DEL,S1,3517,3622.5,31,11,0,3671.4,59584.0,40,0,0,3642.2,54400.0,48.9,19.7,0.9579,0.9656,5184.0,0.087,0
380,2026-08-26,FC_DEL,S2,3879,3995.4,35,12,0,3954.6,68606.24,43,3,1,3996.9,65394.7,-40.8,1.5,0.9809,0.9705,3211.54,0.0468,-1
381,2026-08-26,FC_DEL,S3,2328,2397.8,24,9,0,2547.4,51585.6,30,0,0,2416.4,44880.0,149.6,18.6,0.9139,0.9634,6705.6,0.13,0
382,2026-08-26,FC_KOL,S1,2564,2640.9,23,8,0,2607.6,40288.0,31,0,0,2712.4,38688.0,-33.3,71.5,0.9833,0.9453,1600.0,0.0397,0
383,2026-08-26,FC_KOL,S2,2648,2727.4,24,8,7,2656.2,44483.64,33,0,0,2776.4,42419.52,-71.2,49.0,0.9969,0.9538,2064.12,0.0464,7
384,2026-08-26,FC_KOL,S3,1670,1720.1,18,6,0,1788.1,34267.2,23,0,0,1780.2,31574.4,68.0,60.1,0.934,0.9381,2692.8,0.0786,0
385,2026-08-26,FC_MUM,S1,2972,3061.2,25,9,4,2980.0,50124.0,34,0,0,3071.7,47056.0,-81.2,10.5,0.9973,0.9675,3068.0,0.0612,4
386,2026-08-26,FC_MUM,S2,3551,3657.5,32,11,0,3581.3,63835.28,39,4,0,3679.3,62220.24,-76.2,21.8,0.9915,0.9651,1615.04,0.0253,0
387,2026-08-26,FC_MUM,S3,2226,2292.8,21,8,2,2232.0,46699.4,29,0,0,2317.6,44149.6,-60.8,24.8,0.9973,0.9605,2549.8,0.0546,2
388,2026-08-26,FC_HYD,S1,2593,2670.8,24,8,0,2842.2,42624.0,29,0,0,2681.8,37120.0,171.4,11.0,0.9123,0.9669,5504.0,0.1291,0
389,2026-08-26,FC_HYD,S2,3162,3256.9,29,10,0,3327.2,53560.0,36,1,0,3276.0,48995.04,70.3,19.1,0.9503,0.9652,4564.96,0.0852,0
390,2026-08-26,FC_HYD,S3,1862,1917.9,18,6,0,1885.7,35164.8,24,0,0,1963.4,33792.0,-32.2,45.5,0.9874,0.9484,1372.8,0.039,0
391,2026-08-27,FC_BLR,S1,2987,3076.6,25,9,0,3060.5,47024.0,33,0,0,3098.7,43824.0,-16.1,22.1,0.976,0.964,3200.0,0.0681,0
392,2026-08-27,FC_BLR,S2,3376,3477.3,30,10,0,3470.4,56856.0,39,0,0,3521.2,53345.76,-6.9,43.9,0.9728,0.9588,3510.24,0.0617,0
393,2026-08-27,FC_BLR,S3,2230,2296.9,21,8,0,2305.0,44193.6,28,0,0,2325.8,40902.4,8.1,28.9,0.9675,0.9588,3291.2,0.0745,0
394,2026-08-27,FC_DEL,S1,3193,3288.8,27,9,5,3202.8,52266.0,36,0,2,3297.9,49476.0,-86.0,9.1,0.9969,0.9682,2790.0,0.0534,3
395,2026-08-27,FC_DEL,S2,3745,3857.3,34,12,0,3867.0,67205.44,43,1,2,3858.1,62397.4,9.7,0.8,0.9685,0.9707,4808.04,0.0715,-2
396,2026-08-27,FC_DEL,S3,2401,2473.0,24,9,0,2547.4,51585.6,31,0,0,2497.0,46376.0,74.4,24.0,0.9425,0.9616,5209.6,0.101,0
397,2026-08-27,FC_KOL,S1,2206,2272.2,20,7,0,2270.8,35096.0,26,0,0,2274.9,32448.0,-1.4,2.7,0.9715,0.9697,2648.0,0.0755,0
398,2026-08-27,FC_KOL,S2,2550,2626.5,24,8,0,2591.5,42782.08,32,0,0,2692.2,41134.08,-35.0,65.7,0.984,0.9472,1648.0,0.0385,0
399,2026-08-27,FC_KOL,S3,1599,1647.0,18,6,0,1788.1,34267.2,22,0,0,1702.8,30201.6,141.1,55.8,0.8942,0.939,4065.6,0.1186,0
400,2026-08-27,FC_MUM,S1,2820,2904.6,25,9,0,2940.6,49072.0,32,0,2,2910.7,44814.0,36.0,6.1,0.959,0.9688,4258.0,0.0868,-2
401,2026-08-27,FC_MUM,S2,3203,3299.1,29,10,0,3247.8,57902.48,38,0,0,3301.0,54169.76,-51.3,1.9,0.9862,0.9703,3732.72,0.0645,0
402,2026-08-27,FC_MUM,S3,2137,2201.1,20,7,8,2137.4,45144.0,28,0,0,2237.7,42627.2,-63.7,36.6,0.9998,0.955,2516.8,0.0558,8
403,2026-08-27,FC_HYD,S1,2475,2549.2,21,8,0,2564.8,38784.0,28,0,0,2589.4,35840.0,15.6,40.2,0.965,0.9558,2944.0,0.0759,0
404,2026-08-27,FC_HYD,S2,2778,2861.3,24,9,0,2807.7,45435.36,33,0,0,2934.4,43507.2,-53.6,73.1,0.9894,0.9467,1928.16,0.0424,0
405,2026-08-27,FC_HYD,S3,1824,1878.7,17,6,3,1830.7,34558.7,23,0,0,1881.5,32384.0,-48.0,2.8,0.9963,0.9694,2174.7,0.0629,3
406,2026-08-28,FC_BLR,S1,3205,3301.2,27,9,0,3248.3,49680.0,36,0,0,3380.4,47808.0,-52.9,79.2,0.9867,0.9481,1872.0,0.0377,0
407,2026-08-28,FC_BLR,S2,3682,3792.5,32,11,0,3727.2,61173.76,39,4,0,3825.9,59674.08,-65.3,33.4,0.9879,0.9624,1499.68,0.0245,0
408,2026-08-28,FC_BLR,S3,2291,2359.7,21,8,0,2305.0,44193.6,29,0,0,2408.9,42363.2,-54.7,49.2,0.9939,0.9511,1830.4,0.0414,0
409,2026-08-28,FC_DEL,S1,3447,3550.4,30,11,0,3580.3,58224.0,39,0,0,3551.1,53040.0,29.9,0.7,0.9628,0.9707,5184.0,0.089,0
410,2026-08-28,FC_DEL,S2,3925,4042.8,35,12,0,3954.6,68606.24,43,4,0,4061.5,66760.48,-88.2,18.7,0.9925,0.9664,1845.76,0.0269,0
411,2026-08-28,FC_DEL,S3,2545,2621.3,24,8,8,2549.8,52113.6,33,0,0,2658.1,49368.0,-71.5,36.8,0.9981,0.9575,2745.6,0.0527,8
412,2026-08-28,FC_KOL,S1,2527,2602.8,23,8,0,2607.6,40288.0,30,0,0,2624.9,37440.0,4.8,22.1,0.9691,0.9627,2848.0,0.0707,0
413,2026-08-28,FC_KOL,S2,2633,2712.0,24,9,0,2663.0,44273.52,33,0,0,2776.4,42419.52,-49.0,64.4,0.9887,0.9484,1854.0,0.0419,0
414,2026-08-28,FC_KOL,S3,1698,1748.9,18,6,0,1788.1,34267.2,23,0,0,1780.2,31574.4,39.2,31.3,0.9496,0.9538,2692.8,0.0786,0
415,2026-08-28,FC_MUM,S1,3198,3293.9,27,9,8,3200.1,53944.0,37,0,0,3342.7,51208.0,-93.8,48.8,0.9993,0.9567,2736.0,0.0507,8
416,2026-08-28,FC_MUM,S2,3424,3526.7,32,11,0,3581.3,63835.28,39,2,0,3533.6,58907.76,54.6,6.9,0.9561,0.969,4927.52,0.0772,0
417,2026-08-28,FC_MUM,S3,2180,2245.4,23,8,0,2374.4,49165.6,28,0,1,2246.4,42916.5,129.0,1.0,0.9181,0.9704,6249.1,0.1271,-1
418,2026-08-28,FC_HYD,S1,2614,2692.4,23,8,0,2749.7,41344.0,30,0,0,2774.3,38400.0,57.3,81.9,0.9506,0.9422,2944.0,0.0712,0
419,2026-08-28,FC_HYD,S2,3106,3199.2,27,10,0,3149.4,50923.2,36,0,0,3201.1,47462.4,-49.8,1.9,0.9862,0.9703,3460.8,0.068,0
420,2026-08-28,FC_HYD,S3,1879,1935.4,17,6,9,1884.4,36162.5,24,0,0,1963.4,33792.0,-51.0,28.0,0.9971,0.957,2370.5,0.0656,9
421,2026-08-29,FC_BLR,S1,3462,3565.9,30,10,0,3609.2,55200.0,38,0,0,3568.2,50464.0,43.3,2.3,0.9592,0.9702,4736.0,0.0858,0
422,2026-08-29,FC_BLR,S2,3947,4065.4,34,12,0,3983.9,65491.52,39,7,2,4074.2,64935.32,-81.5,8.8,0.9907,0.9688,556.2,0.0085,-2
423,2026-08-29,FC_BLR,S3,2363,2433.9,24,8,0,2554.2,48576.0,30,0,0,2491.9,43824.0,120.3,58.0,0.9251,0.9483,4752.0,0.0978,0
424,2026-08-29,FC_DEL,S1,3758,3870.7,31,11,9,3761.3,61906.0,43,0,0,3915.3,58480.0,-109.4,44.6,0.9991,0.9598,3426.0,0.0553,9
425,2026-08-29,FC_DEL,S2,4295,4423.9,38,13,1,4301.0,74705.9,43,9,0,4432.4,74918.08,-122.9,8.5,0.9986,0.969,-212.18,-0.0028,1
426,2026-08-29,FC_DEL,S3,2706,2787.2,27,9,0,2789.1,56073.6,35,0,0,2819.2,52360.0,1.9,32.0,0.9702,0.9598,3713.6,0.0662,0
427,2026-08-29,FC_KOL,S1,2649,2728.5,24,8,0,2695.1,41536.0,32,0,0,2799.9,39936.0,-33.4,71.4,0.9829,0.9461,1600.0,0.0385,0
428,2026-08-29,FC_KOL,S2,2928,3015.8,28,10,0,3071.1,50906.72,33,4,0,3062.5,48385.28,55.3,46.7,0.9534,0.9561,2521.44,0.0495,0
429,2026-08-29,FC_KOL,S3,1933,1991.0,19,7,1,1939.8,37492.4,26,0,0,2012.4,35692.8,-51.2,21.4,0.9965,0.9605,1799.6,0.048,1
430,2026-08-29,FC_MUM,S1,3156,3250.7,28,10,0,3287.4,54832.0,36,0,0,3252.3,49824.0,36.7,1.6,0.96,0.9704,5008.0,0.0913,0
431,2026-08-29,FC_MUM,S2,4015,4135.4,38,13,0,4248.2,75700.88,39,10,2,4135.5,72699.46,112.8,0.1,0.9451,0.9709,3001.42,0.0396,-2
432,2026-08-29,FC_MUM,S3,2407,2479.2,24,8,0,2454.3,50688.0,31,0,1,2486.2,47483.7,-24.9,7.0,0.9807,0.9681,3204.3,0.0632,-1
433,2026-08-29,FC_HYD,S1,2900,2987.0,24,9,0,2920.1,44112.0,33,0,0,3051.7,42240.0,-66.9,64.7,0.9931,0.9503,1872.0,0.0424,0
434,2026-08-29,FC_HYD,S2,3386,3487.6,30,10,0,3416.1,54878.4,36,4,0,3500.5,53592.96,-71.5,12.9,0.9912,0.9673,1285.44,0.0234,0
435,2026-08-29,FC_HYD,S3,1980,2039.4,21,7,0,2200.0,41025.6,25,0,0,2045.2,35200.0,160.6,5.8,0.9,0.9681,5825.6,0.142,0
436,2026-08-30,FC_BLR,S1,3192,3287.8,27,10,0,3327.5,51216.0,35,0,1,3296.8,46730.0,39.7,9.0,0.9593,0.9682,4486.0,0.0876,-1
437,2026-08-30,FC_BLR,S2,3538,3644.1,30,10,7,3539.6,58658.5,39,2,0,3673.6,56509.92,-104.5,29.5,0.9995,0.9631,2148.58,0.0366,7
438,2026-08-30,FC_BLR,S3,2148,2212.4,21,8,0,2305.0,44193.6,27,0,0,2242.8,39441.6,92.6,30.4,0.9319,0.9577,4752.0,0.1075,0
439,2026-08-30,FC_DEL,S1,3462,3565.9,30,11,0,3580.3,58224.0,39,0,2,3571.1,53556.0,14.4,5.2,0.967,0.9694,4668.0,0.0802,-2
440,2026-08-30,FC_DEL,S2,3864,3979.9,35,12,0,3954.6,68606.24,43,3,0,3987.3,65128.96,-25.3,7.4,0.9771,0.9691,3477.28,0.0507,0
441,2026-08-30,FC_DEL,S3,2450,2523.5,25,9,0,2628.0,53081.6,32,0,0,2577.5,47872.0,104.5,54.0,0.9323,0.9505,5209.6,0.0981,0
442,2026-08-30,FC_KOL,S1,2319,2388.6,21,8,0,2432.6,37792.0,28,0,0,2449.9,34944.0,44.0,61.3,0.9533,0.9466,2848.0,0.0754,0
443,2026-08-30,FC_KOL,S2,2662,2741.9,24,9,0,2663.0,44273.52,33,0,0,2776.4,42419.52,-78.9,34.5,0.9996,0.9588,1854.0,0.0419,0
444,2026-08-30,FC_KOL,S3,1733,1785.0,18,7,0,1853.9,35860.0,23,0,1,1788.7,31834.0,68.9,3.7,0.9348,0.9689,4026.0,0.1123,-1
445,2026-08-30,FC_MUM,S1,3155,3249.7,27,9,4,3160.7,52892.0,36,0,0,3252.3,49824.0,-89.0,2.6,0.9982,0.9701,3068.0,0.058,4
446,2026-08-30,FC_MUM,S2,3264,3361.9,30,10,0,3334.7,59328.0,39,0,0,3387.9,55595.28,-27.2,26.0,0.9788,0.9634,3732.72,0.0629,0
447,2026-08-30,FC_MUM,S3,2245,2312.3,23,8,0,2374.4,49165.6,29,0,0,2317.6,44149.6,62.1,5.3,0.9455,0.9687,5016.0,0.102,0
448,2026-08-30,FC_HYD,S1,2592,2669.8,22,8,0,2657.3,40064.0,29,0,0,2681.8,37120.0,-12.5,12.0,0.9754,0.9665,2944.0,0.0735,0
449,2026-08-30,FC_HYD,S2,2926,3013.8,27,10,0,3149.4,50923.2,34,0,0,3023.3,44825.6,135.6,9.5,0.9291,0.9678,6097.6,0.1197,0
450,2026-08-30,FC_HYD,S3,1837,1892.1,18,6,0,1885.7,35164.8,23,0,2,1899.4,32918.6,-6.4,7.3,0.9742,0.9671,2246.2,0.0639,-2
451,2026-08-31,FC_BLR,S1,2692,2772.8,22,8,0,2699.6,41504.0,30,0,0,2817.0,39840.0,-73.2,44.2,0.9972,0.9556,1664.0,0.0401,0
452,2026-08-31,FC_BLR,S2,3156,3250.7,28,10,0,3289.8,54120.32,36,0,1,3260.2,49499.74,39.1,9.5,0.9593,0.968,4620.58,0.0854,-1
453,2026-08-31,FC_BLR,S3,2042,2103.3,20,7,0,2151.9,41043.2,26,0,0,2159.7,37980.8,48.6,56.4,0.9489,0.9455,3062.4,0.0746,0
454,2026-08-31,FC_DEL,S1,2904,2991.1,26,9,0,3061.8,49616.0,33,0,0,3004.8,44880.0,70.7,13.7,0.9485,0.9665,4736.0,0.0955,0
455,2026-08-31,FC_DEL,S2,3365,3466.0,29,10,9,3367.3,59330.06,40,0,0,3502.1,56032.0,-98.7,36.1,0.9993,0.9609,3298.06,0.0556,9
456,2026-08-31,FC_DEL,S3,2105,2168.2,21,7,0,2169.3,43612.8,27,0,0,2174.8,40392.0,1.1,6.6,0.9704,0.9679,3220.8,0.0738,0
457,2026-08-31,FC_KOL,S1,2156,2220.7,19,7,0,2183.3,33848.0,26,0,0,2274.9,32448.0,-37.4,54.2,0.9875,0.9477,1400.0,0.0414,0
458,2026-08-31,FC_KOL,S2,2371,2442.1,23,8,0,2507.3,41496.64,29,0,1,2449.1,37520.84,65.2,7.0,0.9456,0.9681,3975.8,0.0958,-1
459,2026-08-31,FC_KOL,S3,1458,1501.7,15,5,0,1490.1,28556.0,20,0,0,1548.0,27456.0,-11.6,46.3,0.9785,0.9419,1100.0,0.0385,0
460,2026-08-31,FC_MUM,S1,2562,2638.9,23,8,0,2684.1,44696.0,29,0,2,2639.7,40662.0,45.2,0.8,0.9545,0.9706,4034.0,0.0903,-2
